id,platform_id,model_name,context_window,notes,collected_at,region
484,2,mistralai/mistral-large,128000,"Mistral Large; created=1708905600; arch=text,file",2026-08-17,
485,2,openai/gpt-3.5-turbo-0613,4095,OpenAI: GPT-3.5 Turbo (older v0613); created=1706140800; arch=text,2026-08-17,
486,2,openai/gpt-4-turbo-preview,128000,OpenAI: GPT-4 Turbo Preview; created=1706140800; arch=text,2026-08-17,
487,2,openrouter/auto,2000000,"Auto Router; created=1699401600; arch=text,image,audio,file,video",2026-08-17,
488,2,openai/gpt-3.5-turbo-instruct,4095,OpenAI: GPT-3.5 Turbo Instruct; created=1695859200; arch=text,2026-08-17,
489,2,openai/gpt-3.5-turbo-16k,16385,OpenAI: GPT-3.5 Turbo 16k; created=1693180800; arch=text,2026-08-17,
490,2,mancer/weaver,8000,Mancer: Weaver (alpha); created=1690934400; arch=text,2026-08-17,
491,2,undi95/remm-slerp-l2-13b,6144,ReMM SLERP 13B; created=1689984000; arch=text,2026-08-17,
492,2,gryphe/mythomax-l2-13b,8192,MythoMax 13B; created=1688256000; arch=text,2026-08-17,
493,2,openai/gpt-3.5-turbo,16385,OpenAI: GPT-3.5 Turbo; created=1685232000; arch=text,2026-08-17,
494,2,openai/gpt-3.5-turbo:batch,16385,OpenAI: GPT-3.5 Turbo (batch); created=1685232000; arch=text,2026-08-17,
495,2,openai/gpt-4,8191,OpenAI: GPT-4; created=1685232000; arch=text,2026-08-17,
496,40,longcat-2.0,,API兼容OpenAI格式,2026-08-17,
497,40,longcat-flash-lite,,,2026-08-17,
498,19,agent-plan,,AFP积分制，支持OpenClaw/Hermes/Claude Code/Cursor,2026-08-17,
499,63,yi-lightning,,LMSYS超GPT-4o,2026-08-17,
500,63,yi-medium,,,2026-08-17,
501,64,baichuan4-air,,,2026-08-17,
502,64,baichuan-m3-plus,,,2026-08-17,
503,64,baichuan-text-embedding,,,2026-08-17,
504,65,日日新,,,2026-08-17,
505,66,天工,,短剧ARR破8亿美元,2026-08-17,
506,67,盘古,,,2026-08-17,
507,68,360gpt,,,2026-08-17,
508,69,聚合平台,,最便宜GPT/LLaMA聚合,2026-08-17,
509,70,M×N算力平台,,推理集群,2026-08-17,
510,71,glm-5.2,,国际版14模型,2026-08-17,
511,71,glm-5.3,,ZCode免费,2026-08-17,
512,77,voyage-3,,embedding,2026-08-17,
513,77,voyage-code-4,,代码检索embedding,2026-08-17,
514,78,jina-embeddings-v3,8K,1024维,2026-08-17,
515,26,doubao-seed-2.0-pro,,6/24发布2.1,2026-08-17,
516,26,doubao-seed-2.1,,2026-06-24发布,2026-08-17,
517,26,doubao-seed-2.0-lite,,,2026-08-17,
518,26,doubao-seed-2.0-mini,,轻量级,2026-08-17,
519,4,glm-5,205k,,2026-08-17,
520,6,minimax-m3,1M,5/31发布,2026-08-17,
521,69,deepseek-v3.2,,Hypereal口径,2026-08-17,
522,7,wan2.7/2.6/2.5,,视频+图像系列,2026-08-17,
523,10,spark-4.0,,,2026-08-17,
524,27,step-3.7-flash,,8/3发布，18家provider,2026-08-17,
525,16,模型清单,,Llama/Qwen/DeepSeek/Gemma/GPT-OSS/Kimi K2/Whisper,2026-08-17,
526,18,模型清单,,86个文本模型+Whisper，H100 $1.79/hr,2026-08-17,
527,22,模型清单,,DeepSeek/GPT-OSS/Llama/Kimi/Qwen/GLM,2026-08-17,
528,18,deepseek-ai/DeepSeek-V4-Flash,1M,API直拉186模型清单,2026-08-17,
529,12,Claude Fable 5,,LM Market Cap 收录,2026-08-17,
530,12,Claude Opus 5 (Fast),,LM Market Cap 收录,2026-08-17,
531,12,Claude Opus 5,,LM Market Cap 收录,2026-08-17,
532,12,Claude Opus 4.8 (Fast),,LM Market Cap 收录,2026-08-17,
533,12,Claude Opus 4.8,,LM Market Cap 收录,2026-08-17,
534,12,Claude Opus 4.7 (Fast),,LM Market Cap 收录,2026-08-17,
535,12,Claude Opus 4.7,,LM Market Cap 收录,2026-08-17,
536,11,GPT-5.5 Pro,,LM Market Cap 收录,2026-08-17,
537,11,GPT-5.5,,LM Market Cap 收录,2026-08-17,
538,13,Gemini 3.1 Pro Preview Custom Tools,,LM Market Cap 收录,2026-08-17,
539,13,Gemini 3.1 Pro Preview,,LM Market Cap 收录,2026-08-17,
540,11,GPT-5.4 Pro,,LM Market Cap 收录,2026-08-17,
541,11,GPT-5.4,,LM Market Cap 收录,2026-08-17,
542,11,GPT-5.3-Codex,,LM Market Cap 收录,2026-08-17,
543,11,GPT-5.2-Codex,,LM Market Cap 收录,2026-08-17,
544,11,GPT-5.2 Chat,,LM Market Cap 收录,2026-08-17,
545,11,GPT-5.2 Pro,,LM Market Cap 收录,2026-08-17,
546,11,GPT-5.2,,LM Market Cap 收录,2026-08-17,
547,12,Claude Opus 4.6,,LM Market Cap 收录,2026-08-17,
548,11,GPT-5.6 Luna Pro,,LM Market Cap 收录,2026-08-17,
549,11,GPT-5.6 Luna,,LM Market Cap 收录,2026-08-17,
550,11,GPT-5.6 Terra Pro,,LM Market Cap 收录,2026-08-17,
551,11,GPT-5.6 Terra,,LM Market Cap 收录,2026-08-17,
552,11,GPT-5.6 Sol Pro,,LM Market Cap 收录,2026-08-17,
553,11,GPT-5.6 Sol,,LM Market Cap 收录,2026-08-17,
554,14,Grok 4.6,,LM Market Cap 收录,2026-08-17,
555,14,Grok 4.5,,LM Market Cap 收录,2026-08-17,
556,14,Grok 4.3,,LM Market Cap 收录,2026-08-17,
557,14,Grok 4.20,,LM Market Cap 收录,2026-08-17,
558,11,GPT-5.1-Codex-Max,,LM Market Cap 收录,2026-08-17,
559,11,GPT-5.1,,LM Market Cap 收录,2026-08-17,
560,11,GPT-5.1-Codex,,LM Market Cap 收录,2026-08-17,
561,11,GPT-5 Pro,,LM Market Cap 收录,2026-08-17,
562,11,GPT-5 Codex,,LM Market Cap 收录,2026-08-17,
563,11,GPT-5,,LM Market Cap 收录,2026-08-17,
564,13,Gemini 3 Flash Preview,,LM Market Cap 收录,2026-08-17,
565,14,Grok 4.20 Multi-Agent,,LM Market Cap 收录,2026-08-17,
566,65,sensnova-6.8-flash-lite,,多模态智能体，Token Plan 上线 8/12,2026-08-17,
567,64,baichuan4-turbo,,Assistants API,2026-08-17,
568,67,盘古大模型,,企业定向，无公开按量价,2026-08-17,
569,68,360gpt-4.0,,API 开放平台，价未公开,2026-08-17,
570,70,megrez-3b-omni,,端侧模型，算力平台计费,2026-08-17,
571,71,glm-5,,745B/44B激活 MoE,2026-08-17,
